state,jurisdiction_type,name,fips_code,rate
TX,city,Anthony,,0.01
TX,city,Anton,,0.02
TX,city,Appleby,,0.01
TX,city,Aquilla,,0.01
TX,city,Aransas Pass,,0.01
TX,city,Archer City,,0.015
TX,city,Arcola,,0.02
TX,city,Argyle,,0.015
TX,city,Arlington,,0.02
TX,city,Arp,,0.015
TX,city,Asherton,,0.01
TX,city,Aspermont,,0.02
TX,city,Athens,,0.02
TX,city,Atlanta,,0.02
TX,city,Aubrey,,0.015
TX,city,Aurora,,0.01
TX,city,Austin,,0.01
TX,city,Austin/E Travis GW Lib Dis,,0.01
TX,city,Austin/Hays,,0.01
TX,city,Austin/Westbank Lib Dist,,0.01
TX,city,Austwell,,0.01
TX,city,Avery,,0.01
TX,city,Avinger,,0.02
TX,city,Azle,,0.0125
TX,city,Bailey,,0.01
TX,city,Baileys Prairie,,0.01
TX,city,Baird,,0.02
TX,city,Balch Springs,,0.02
TX,city,Balcones Heights,,0.01
TX,city,Ballinger,,0.015
TX,city,Balmorhea,,0.015
TX,city,Bandera,,0.015
TX,city,Bangs,,0.0175
TX,city,Bardwell,,0.01
TX,city,Bartlett,,0.015
TX,city,Bartonville,,0.0175
TX,city,Bartonville/ Denton Co Dd4,,0.02
TX,city,Bastrop,,0.015
TX,city,Bay City,,0.02
TX,city,Bayou Vista,,0.02
TX,city,Bayside,,0.02
TX,city,Baytown,,0.0125
TX,city,Bayview,,0.01
TX,city,Beach City,,0.015
TX,city,Beasley,,0.02
TX,city,Beaumont,,0.015
TX,city,Beckville,,0.01
TX,city,Bedford,,0.02
TX,city,Bedias,,0.0125
TX,city,Bee Cave,,0.02
TX,city,Bee Cave/Lk Travis Lib D,,0.02
TX,city,Bee Cave/Travis ESD No 10,,0.015
TX,city,Bee Cave/Travis ESD No 3,,0.02
TX,city,Bee Cave/Travis ESD No 6A,,0.02
TX,city,Beeville,,0.015
TX,city,Bellaire,,0.01
TX,city,Bellevue,,0.02
TX,city,Bellmead,,0.015
TX,city,Bells,,0.02
TX,city,Bellville,,0.015
TX,city,Belton,,0.015
TX,city,Belton/Salado Public Libra,,0.015
TX,city,Benavides,,0.02
TX,city,Benbrook,,0.015
TX,city,Benjamin,,0.02
TX,city,Berryville,,0.01
TX,city,Bertram,,0.015
TX,city,Beverly Hills,,0.015
TX,city,Bevil Oaks,,0.015
TX,city,Big Lake,,0.015
TX,city,Big Sandy,,0.0125
TX,city,Big Spring,,0.02
TX,city,Big Wells,,0.01
TX,city,Bishop,,0.015
TX,city,Blackwell,,0.01
TX,city,Blanco,,0.015
TX,city,Blanco/ Blanco Co So LD,,0.015
TX,city,Blanket,,0.02
TX,city,Bloomburg,,0.01
TX,city,Blooming Grove,,0.01
TX,city,Bloomington,,0.015
TX,city,Blossom,,0.0125
TX,city,Blue Mound,,0.015
TX,city,Blue Ridge,,0.02
TX,city,Blum,,0.01
TX,city,Boerne,,0.015
TX,city,Bogata,,0.01
TX,city,Bonham,,0.015
TX,city,Bonney,,0.015
TX,city,Booker,,0.015
TX,city,Borger,,0.02
TX,city,Bovina,,0.02
TX,city,Bowie,,0.02
TX,city,Boyd,,0.01
TX,city,Brackettville,,0.01
TX,city,Brady,,0.0125
TX,city,Brazoria,,0.015
TX,city,Brazos Country,,0.01
TX,city,Breckenridge,,0.02
TX,city,Bremond,,0.02
TX,city,Brenham,,0.015
TX,city,Briarcliff,,0.01
TX,city,Briarcliff/Trav ESD 8A,,0.0175
TX,city,Briaroaks,,0.01
TX,city,Bridge City,,0.015
TX,city,Bridgeport,,0.015
TX,city,Broaddus,,0.01
TX,city,Brock,,0.015
TX,city,Bronte,,0.02
TX,city,Brookshire,,0.02
TX,city,Brookside Village,,0.015
TX,city,Browndell,,0.01
TX,city,Brownfield,,0.015
TX,city,Brownsboro,,0.02
TX,city,Brownsville,,0.02
TX,city,Brownwood,,0.015
TX,city,Bruceville Eddy,,0.015
TX,city,Bryan,,0.015
TX,city,Bryson,,0.015
TX,city,Buckholts,,0.01
TX,city,Buda,,0.015
TX,city,Buda/Hays Co ESD 8,,0.015
TX,city,Buda/Hays Co ESD 8 A,,0.015
TX,city,Buda/Travis Co ESD 5-A,,0.02
TX,city,Buffalo,,0.015
TX,city,Buffalo Gap,,0.02
TX,city,Buffalo Springs,,0.01
TX,city,Bullard,,0.015
TX,city,Bullard/Smith Co ESD 2,,0.015
TX,city,Bulverde,,0.01
TX,city,Bulverde/Comal Co ESD 4,,0.01
TX,city,Bulverde/Comal Co ESD 5,,0.01
TX,city,Bulverde/Comal Co ESD 5-A,,0.01
TX,city,Bunker Hill Village,,0.01
TX,city,Burkburnett,,0.02
TX,city,Burke,,0.01
TX,city,Burleson,,0.02
TX,city,Burnet,,0.02
TX,city,Burton,,0.015
TX,city,Byers,,0.01
TX,city,Bynum,,0.01
TX,city,Cactus,,0.01
TX,city,Caddo Mills,,0.015
TX,city,Caldwell,,0.015
TX,city,Callisburg,,0.015
TX,city,Calvert,,0.02
TX,city,Cameron,,0.015
TX,city,Camp Wood,,0.01
TX,city,Campbell,,0.015
TX,city,Canadian,,0.02
TX,city,Caney City,,0.02
TX,city,Canton,,0.02
TX,city,Canyon,,0.02
TX,city,Canyon/Randall Co AD 1,,0.02
TX,city,Carbon,,0.01
TX,city,Carls Corner,,0.015
TX,city,Carmine,,0.015
TX,city,Carrizo Springs,,0.015
TX,city,Carrollton,,0.01
TX,city,Carthage,,0.02
TX,city,Castle Hills,,0.0125
TX,city,Castro./Med. Co ESD 1,,0.015
TX,city,Castroville,,0.015
TX,city,Cedar Hill,,0.01875
TX,city,Cedar Park,,0.02
TX,city,Celeste,,0.0125
TX,city,Celina,,0.02
TX,city,Center,,0.02
TX,city,Centerville,,0.015
TX,city,Chandler,,0.02
TX,city,Channing,,0.01
TX,city,Charlotte,,0.015
TX,city,Chester,,0.01
TX,city,Chico,,0.015
TX,city,Childress,,0.01
TX,city,Chillicothe,,0.0125
TX,city,China,,0.015
TX,city,China Grove,,0.0125
TX,city,Chireno,,0.01
TX,city,Cibolo,,0.015
TX,city,Cisco,,0.02
TX,city,Clarendon,,0.02
TX,city,Clarksville,,0.015
TX,city,Clarksville City,,0.01
TX,city,Claude,,0.015
TX,city,Clear Lake Shores,,0.02
TX,city,Cleburne,,0.02
TX,city,Cleveland,,0.015
TX,city,Cleveland/E Mon ID,,0.02
TX,city,Cleveland/E Mon ID A,,0.02
TX,city,Clifton,,0.015
TX,city,Clint,,0.01
TX,city,Clute,,0.015
TX,city,Clyde,,0.02
TX,city,Coahoma,,0.015
TX,city,Cockrell Hill,,0.01
TX,city,Coffee City,,0.015
TX,city,Coldspring,,0.015
TX,city,Coleman,,0.02
TX,city,College Station,,0.015
TX,city,Colleyville,,0.015
TX,city,Collinsville,,0.02
TX,city,Colmesneil,,0.01
TX,city,Colorado City,,0.015
TX,city,Columbus,,0.015
TX,city,Comanche,,0.015
TX,city,Combes,,0.0175
TX,city,Combine,,0.015
TX,city,Combined Error Tax-SLR,,0.00125
TX,city,Commerce,,0.015
TX,city,Como,,0.01
TX,city,Conroe,,0.02
TX,city,Converse,,0.015
TX,city,Cool,,0.01
TX,city,Coolidge,,0.01
TX,city,Cooper,,0.01
TX,city,Coppell,,0.0175
TX,city,Copper Canyon,,0.01
TX,city,Copperas Cove,,0.015
TX,city,Corinth,,0.015
TX,city,Corpus Christi,,0.01375
TX,city,Corpus Christi/Kleberg Co,,0.01375
TX,city,Corral City,,0.015
TX,city,Corrigan,,0.015
TX,city,Corsicana,,0.015
TX,city,Cottonwood Shores,,0.015
TX,city,Cotulla,,0.02
TX,city,Coupland,,0.02
TX,city,Coupland/Will Co. ESD 10-A,,0.02
TX,city,Cove,,0.01
TX,city,Covington,,0.01
TX,city,Crandall,,0.02
TX,city,Crane,,0.015
TX,city,Cranfills Gap,,0.015
TX,city,Crawford,,0.015
TX,city,Creedmoor,,0.01
TX,city,Cresson,,0.015
TX,city,Crockett,,0.015
TX,city,Crosbyton,,0.015
TX,city,Cross Plains,,0.02
TX,city,Cross Roads,,0.0175
TX,city,Cross Timber,,0.02
TX,city,Crowell,,0.0175
TX,city,Crowley,,0.015
TX,city,Crystal City,,0.02
TX,city,Cuero,,0.02
TX,city,Cumby,,0.0125
TX,city,Cuney,,0.015
TX,city,Cushing,,0.01
TX,city,Cut And Shoot,,0.015
TX,city,Daingerfield,,0.015
TX,city,Daisetta,,0.01
TX,city,Dalhart,,0.02
TX,city,Dallas,,0.01
TX,city,Dalworthington Gardens,,0.015
TX,city,Danbury,,0.015
TX,city,Darrouzett,,0.02
TX,city,Dawson,,0.0125
TX,city,Dayton,,0.015
TX,city,De Kalb,,0.015
TX,city,De Leon,,0.015
TX,city,De Soto,,0.02
TX,city,Dean,,0.01
TX,city,Decatur,,0.015
TX,city,Deer Park,,0.015
TX,city,Del Rio,,0.015
TX,city,Dell City,,0.01
TX,city,Denison,,0.02
TX,city,Dennis,,0.015
TX,city,Denton,,0.015
TX,city,Denver City,,0.02
TX,city,Deport,,0.015
TX,city,Detroit,,0.015
TX,city,Devers,,0.015
TX,city,Devine,,0.015
TX,city,Diboll,,0.015
TX,city,Dickens,,0.015
TX,city,Dickinson,,0.015
TX,city,Dilley,,0.015
TX,city,Dimmitt,,0.015
TX,city,Dish,,0.02
TX,city,Dodd City,,0.01
TX,city,Domino,,0.02
TX,city,Donna,,0.02
TX,city,Dorchester,,0.02
TX,city,Double Oak,,0.02
TX,city,Douglassville,,0.0025
TX,city,Drip Spgs/Hays ESD 6,,0.0125
TX,city,Drip Spgs/Hays ESD 6A,,0.0075
TX,city,Dripping Springs,,0.0125
TX,city,Driscoll,,0.015
TX,city,Dublin,,0.015
TX,city,Dumas,,0.02
TX,city,Duncanville,,0.02
TX,city,Eagle Lake,,0.01
TX,city,Eagle Pass,,0.01
TX,city,Early,,0.015
TX,city,Earth,,0.015
TX,city,East Bernard,,0.015
TX,city,East Mountain,,0.01
TX,city,East Tawakoni,,0.015
TX,city,Eastland,,0.015
TX,city,Easton,,0.01
TX,city,Ector,,0.01
TX,city,Edcouch,,0.02
TX,city,Eden,,0.015
TX,city,Edgecliff Village,,0.01
TX,city,Edgewood,,0.02
TX,city,Edinburg,,0.02
TX,city,Edmonson,,0.01
TX,city,Edna,,0.015
TX,city,Edom,,0.01
TX,city,El Campo,,0.015
TX,city,El Cenizo,,0.015
TX,city,El Lago,,0.01
TX,city,El Paso,,0.01
TX,city,Eldorado,,0.01
TX,city,Electra,,0.02
TX,city,Elgin,,0.015
TX,city,Elgin/Bastrop ESD 1,,0.02
TX,city,Elgin/Bastrop ESD 1-A,,0.015
TX,city,Elgin/Travis Co ESD 13,,0.02
TX,city,Elkhart,,0.0125
TX,city,Ellinger,,0.01
TX,city,Elmendorf,,0.015
TX,city,Elsa,,0.015
TX,city,Emhouse,,0.01
TX,city,Emory,,0.015
TX,city,Encinal,,0.02
TX,city,Ennis,,0.0175
TX,city,Error Tax,,0.01
TX,city,Escobares,,0.02
TX,city,Estelline,,0.02
TX,city,Euless,,0.0175
TX,city,Eureka,,0.01
TX,city,Eustace,,0.01
TX,city,Evant,,0.0125
TX,city,Everman,,0.0175
TX,city,Fair Oaks Ranch,,0.015
TX,city,Fair Oaks Ranch/ Bulverde,,0.015
TX,city,Fairchilds,,0.01
TX,city,Fairfield,,0.02
TX,city,Fairview,,0.02
TX,city,Falfurrias,,0.015
TX,city,Falls City,,0.01
TX,city,Farmers Branch,,0.01
TX,city,Farmersville,,0.02
TX,city,Farwell,,0.02
TX,city,Fate,,0.015
TX,city,Fate/Rockwall Co AD,,0.015
TX,city,Fayetteville,,0.015
TX,city,Ferris,,0.02
TX,city,Flatonia,,0.015
TX,city,Florence,,0.0175
TX,city,Floresville,,0.02
TX,city,Flower Mound,,0.015
TX,city,Floydada,,0.0175
TX,city,Follett,,0.02
TX,city,Forest Hill,,0.0175
TX,city,Forney,,0.0175
TX,city,Forsan,,0.01
TX,city,Fort Stockton,,0.02
TX,city,Fort Worth,,0.01
TX,city,Fort Worth/Parker Co,,0.01
TX,city,Fort Worth/Wise Co,,0.01
TX,city,Franklin,,0.02
TX,city,Frankston,,0.015
TX,city,Fredericksburg,,0.015
TX,city,Freeport,,0.015
TX,city,Freer,,0.0175
TX,city,Friendswood,,0.02
TX,city,Friona,,0.02
TX,city,Frisco,,0.02
TX,city,Fritch,,0.0175
TX,city,Frost,,0.01
TX,city,Fruitvale,,0.02
TX,city,Fulshear,,0.02
TX,city,Fulton,,0.01
TX,city,GEORGETOWN/WILMSN ESD7,,0.02
TX,city,Gainesville,,0.015
TX,city,Galena Park,,0.01
TX,city,Galveston,,0.02
TX,city,Ganado,,0.015
TX,city,Garden Ridge,,0.01
TX,city,Garland,,0.01
TX,city,Garrett,,0.02
TX,city,Garrison,,0.01
TX,city,Gary,,0.02
TX,city,Gatesville,,0.015
TX,city,George West,,0.015
TX,city,Georgetown,,0.02
TX,city,Gholson,,0.015
TX,city,Giddings,,0.015
TX,city,Gilmer,,0.015
TX,city,Gladewater,,0.015
TX,city,Glen Rose,,0.02
TX,city,GlenRose/Somervel Dis,,0.02
TX,city,Glenn Heights,,0.01
TX,city,Godley,,0.02
TX,city,Godley/Johnson ESD 1B,,0.02
TX,city,Goldsmith,,0.01
TX,city,Goldthwaite,,0.02
TX,city,Goliad,,0.02
TX,city,Golinda,,0.015
TX,city,Gonzales,,0.015
TX,city,Goodlow,,0.01
TX,city,Goodrich,,0.01
TX,city,Gordon,,0.015
TX,city,Goree,,0.02
TX,city,Gorman,,0.02
TX,city,Graford,,0.015
TX,city,Graham,,0.015
TX,city,Granbury,,0.015
TX,city,Grand Prairie,,0.0175
TX,city,Grand Saline,,0.02
TX,city,Grandfalls,,0.02
TX,city,Grandview,,0.02
TX,city,Granger,,0.0125
TX,city,Granite Shoals,,0.02
TX,city,Granjeno,,0.01
TX,city,Grapeland,,0.01
TX,city,Grapevine,,0.015
TX,city,Grays Prairie,,0.01
TX,city,Greenville,,0.015
TX,city,Gregory,,0.015
TX,city,Grey Forest,,0.0125
TX,city,Groesbeck,,0.02
TX,city,Groom,,0.02
TX,city,Groves,,0.015
TX,city,Groveton,,0.02
TX,city,Gruver,,0.02
TX,city,Gun Barrel City,,0.02
TX,city,Gunter,,0.015
TX,city,Gustine,,0.01
TX,city,Hackberry,,0.01
TX,city,Hale Center,,0.015
TX,city,Hallettsville,,0.02
TX,city,Hallsburg,,0.01
TX,city,Hallsville,,0.02
TX,city,Haltom City,,0.0175
TX,city,Hamilton,,0.015
TX,city,Hamlin,,0.015
TX,city,Happy,,0.01
TX,city,Hardin,,0.01
TX,city,Harker Heights,,0.015
TX,city,Harlingen,,0.02
TX,city,Hart,,0.015
TX,city,Haskell,,0.02
TX,city,Haslet,,0.02
TX,city,Hawk Cove,,0.01
TX,city,Hawkins,,0.015
TX,city,Hawley,,0.02
TX,city,Hays,,0.01
TX,city,Hearne,,0.02
TX,city,Heath,,0.02
TX,city,Heath/ Rockwall Co Safety,,0.02
TX,city,Hebron,,0.005
TX,city,Hedley,,0.01
TX,city,Hedwig Village,,0.01
TX,city,Helotes,,0.02
TX,city,Hemphill,,0.015
TX,city,Hempstead,,0.02
TX,city,Henderson,,0.02
TX,city,Henrietta,,0.02
TX,city,Hereford,,0.015
TX,city,Hewitt,,0.015
TX,city,Hickory Creek,,0.02
TX,city,Hico,,0.015
TX,city,Hidalgo,,0.02
TX,city,Higgins,,0.0175
TX,city,Highland Haven,,0.02
TX,city,Highland Park,,0.01
TX,city,Highland Village,,0.015
TX,city,Hill Country Village,,0.02
TX,city,Hillsboro,,0.015
TX,city,Hilshire Village,,0.01
TX,city,Hitchcock,,0.02
TX,city,Hmpstd/wler-Hrs Esd200,,0.02
TX,city,Holiday Lakes,,0.01
TX,city,Holland,,0.01
TX,city,Holliday,,0.01
TX,city,Hollywood Park,,0.02
TX,city,Hondo,,0.015
TX,city,Hondo/Medina Co ESD 6,,0.015
TX,city,Honey Grove,,0.015
TX,city,Hooks,,0.015
TX,city,Horizon City,,0.015
TX,city,Horseshoe Bay,,0.02
TX,city,Houston,,0.01
TX,city,Houston/Fort Bend Co Dis 4,,0.01
TX,city,Howardwick,,0.01
TX,city,Howe,,0.02
TX,city,Hubbard,,0.015
TX,city,Hudson,,0.015
TX,city,Hudson Oaks,,0.015
TX,city,Hughes Springs,,0.015
TX,city,Humble,,0.01
TX,city,Hunters Creek Village,,0.01
TX,city,Huntington,,0.015
TX,city,Huntsville,,0.015
TX,city,Hurst,,0.015
TX,city,Hutchins,,0.02
TX,city,Hutto,,0.02
TX,city,Hutto/Travis Co ESD 2,,0.01
TX,city,Hutto/Will Co ESD 3(1),,0.02
TX,city,Hutto/Williamson Co ESD 3,,0.02
TX,city,Huxley,,0.01
TX,city,Idalou,,0.015
TX,city,Impact,,0.01
TX,city,Industry,,0.015
TX,city,Ingleside,,0.02
TX,city,Ingleside On The Bay,,0.01
TX,city,Ingram,,0.015
TX,city,Iola,,0.0125
TX,city,Iowa Colony,,0.01
TX,city,Iowa Park,,0.02
TX,city,Iraan,,0.02
TX,city,Iredell,,0.01
TX,city,Irving,,0.01
TX,city,Italy,,0.02
TX,city,Itasca,,0.015
TX,city,Itasca,,0.015
TX,city,Ivanhoe,,0.015
TX,city,Jacinto City,,0.02
TX,city,Jacksboro,,0.02
TX,city,Jacksonville,,0.015
TX,city,Jamaica Beach,,0.02
TX,city,Jarrell,,0.02
TX,city,Jarrell/Will. Co. ESD 5,,0.02
TX,city,Jarrell/Will. Co. ESD 5(1),,0.02
TX,city,Jasper,,0.02
TX,city,Jayton,,0.01
TX,city,Jefferson,,0.015
TX,city,Jersey Village,,0.01
TX,city,Jewett,,0.015
TX,city,Joaquin,,0.02
TX,city,Johnson City,,0.015
TX,city,Johnson City/Blanco Co No,,0.015
TX,city,Jolly,,0.01
TX,city,Jones Creek,,0.01
TX,city,Jonestown,,0.01
TX,city,Jonestown/Travis Co ESD 1,,0.01
TX,city,Josephine,,0.015
TX,city,Joshua,,0.02
TX,city,Jourdanton,,0.015
TX,city,Junction,,0.015
TX,city,Justin,,0.02
TX,city,Karnes City,,0.015
TX,city,Katy,,0.01
TX,city,Kaufman,,0.02
TX,city,Keene,,0.02
TX,city,Keene/John Co ESD 1-B,,0.02
TX,city,Keller,,0.0175
TX,city,Kemah,,0.02
TX,city,Kemp,,0.0175
TX,city,Kempner,,0.015
TX,city,Kendleton,,0.015
TX,city,Kenedy,,0.015
TX,city,Kenefick,,0.015
TX,city,Kennard,,0.01
TX,city,Kennedale,,0.02
TX,city,Kerens,,0.015
TX,city,Kermit,,0.01
TX,city,Kerrville,,0.015
TX,city,Kilgore,,0.015
TX,city,Killeen,,0.015
TX,city,Killeen/Salado Lib D,,0.015
TX,city,Kingsbury,,0.015
TX,city,Kingsville,,0.015
TX,city,Kirby,,0.0125
TX,city,Kirbyville,,0.02
TX,city,Knollwood,,0.02
TX,city,Knox City,,0.02
TX,city,Kosse,,0.02
TX,city,Kountze,,0.02
TX,city,Kountze/Hardin Co ESD 1,,0.02
TX,city,Kress,,0.01
TX,city,Krugerville,,0.02
TX,city,Krum,,0.0175
TX,city,Kurten,,0.01
TX,city,Kyle,,0.015
TX,city,Kyle/Caldwell Hays ESD 1,,0.015
TX,city,Kyle/Hays Co ESD 3,,0.015
TX,city,Kyle/Hays Co ESD 5,,0.015
TX,city,Kyle/Hays Co ESD 5-A,,0.015
TX,city,Kyle/Hays Co ESD 8,,0.015
TX,city,Kyle/Hays Co ESD 8-A,,0.015
TX,city,Kyle/cdwl Hays Esd 1-A,,0.015
TX,city,La Coste,,0.015
TX,city,La Feria,,0.02
TX,city,La Grange,,0.015
TX,city,La Grulla,,0.02
TX,city,La Joya,,0.02
TX,city,La Marque,,0.02
TX,city,La Porte,,0.0175
TX,city,La Vernia,,0.015
TX,city,La Villa,,0.02
TX,city,La Ward,,0.01
TX,city,Lacy Lakeview,,0.015
TX,city,Ladonia,,0.01
TX,city,Lago Vista,,0.01
TX,city,Laguna Vista,,0.015
TX,city,Lake Bridgeport,,0.015
TX,city,Lake Dallas,,0.02
TX,city,Lake Jackson,,0.015
TX,city,Lake Worth,,0.0175
TX,city,Lakeport,,0.015
TX,city,Lakeside,,0.0175
TX,city,Lakeside City,,0.01
TX,city,Lakeview,,0.01
TX,city,Lakeway,,0.0175
TX,city,Lakeway/Travis Co ESD 6,,0.0175
TX,city,Lakeway/Travis Co ESD 6-A,,0.0175
TX,city,Lakeway/Travis ESD 8,,0.0175
TX,city,Lakeway/Travis ESD 8-A,,0.0175
TX,city,Lakewood Village,,0.015
TX,city,Lamesa,,0.015
TX,city,Lampasas,,0.015
TX,city,Lancaster,,0.02
TX,city,Laredo,,0.0125
TX,city,Latexo,,0.01
TX,city,Lavon,,0.02
TX,city,Lawn,,0.01
TX,city,Lbrty H/Wil Co ESD 4-1,,0.02
TX,city,Lbrty H/Wil Co ESD 4-2,,0.0175
TX,city,League City,,0.02
TX,city,Leakey,,0.015
TX,city,Leander,,0.01
TX,city,Leander/Liberty Hill Lib D,,0.01
TX,city,Leary,,0.015
TX,city,Lefors,,0.01
TX,city,Leon Valley,,0.01375
TX,city,Leona,,0.01
TX,city,Leonard,,0.015
TX,city,Leroy,,0.01
TX,city,Levelland,,0.02
TX,city,Lewisville,,0.0125
TX,city,Lexington,,0.015
TX,city,Lib Hill/Wilco ESD 4-A,,0.02
TX,city,Liberty,,0.015
TX,city,Liberty H/Wil Co ESD 4,,0.0175
TX,city,Liberty Hill,,0.0175
TX,city,Lindale,,0.015
TX,city,Lindale/Smith CO ESD 1,,0.015
TX,city,Linden,,0.02
TX,city,Lindsay,,0.015
TX,city,Lipan,,0.01
TX,city,Little Elm,,0.02
TX,city,Little River Academy,,0.01
TX,city,Littlefield,,0.02
TX,city,Live Oak,,0.02
TX,city,Liverpool,,0.01
TX,city,Livingston,,0.015
TX,city,Llano,,0.02
TX,city,Lockhart,,0.015
TX,city,Lockney,,0.015
TX,city,Log Cabin,,0.02
TX,city,Lometa,,0.015
TX,city,Lone Oak,,0.015
TX,city,Lone Star,,0.015
TX,city,Longview,,0.015
TX,city,Loraine,,0.015
TX,city,Lorena,,0.015
TX,city,Lorenzo,,0.01
TX,city,Los Fresnos,,0.02
TX,city,Los Indios,,0.0175
TX,city,Los Ybanez,,0.01
TX,city,Lott,,0.015
TX,city,Lovelady,,0.01
TX,city,Lowry Crossing,,0.015
TX,city,Lubbock,,0.015
TX,city,Lucas,,0.015
TX,city,Lueders,,0.01
TX,city,Lufkin,,0.015
TX,city,Luling,,0.015
TX,city,Lumberton,,0.02
TX,city,Lumberton/Hardin ESD 2,,0.02
TX,city,Lyford,,0.02
TX,city,Lytle,,0.015
TX,city,Mabank,,0.02
TX,city,Madisonville,,0.015
TX,city,Magnolia,,0.02
TX,city,Magnolia/Mon Co ESD 10,,0.02
TX,city,Malakoff,,0.01625
TX,city,Malone,,0.01
TX,city,Man./Tra. Co Esd 12-A,,0.02
TX,city,Manor,,0.01
TX,city,Mansfield,,0.02
TX,city,Manvel,,0.015
TX,city,Marble Falls,,0.02
TX,city,Marfa,,0.0175
TX,city,Marion,,0.015
TX,city,Marlin,,0.015
TX,city,Marquez,,0.015
TX,city,Marshall,,0.02
TX,city,Mart,,0.01
TX,city,Martindale,,0.0125
TX,city,Mason,,0.01
TX,city,Matador,,0.02
TX,city,Mathis,,0.02
TX,city,Maud,,0.015
TX,city,Maypearl,,0.02
TX,city,Mc Gregor,,0.015
TX,city,McAllen,,0.02
TX,city,McCamey,,0.02
TX,city,McKinney,,0.02
TX,city,McLean,,0.02
TX,city,McLendon Chis/Rock Co FAD,,0.02
TX,city,McLendon Chisholm,,0.02
TX,city,Meadow,,0.01
TX,city,Meadows Place,,0.02
TX,city,Megargel,,0.01
TX,city,Melissa,,0.015
TX,city,Melvin,,0.01
TX,city,Memphis,,0.02
TX,city,Menard,,0.015
TX,city,Mercedes,,0.02
TX,city,Meridian,,0.015
TX,city,Merkel,,0.02
TX,city,Mertens,,0.01
TX,city,Mertzon,,0.01
TX,city,Mesquite,,0.02
TX,city,Mexia,,0.02
TX,city,Miami,,0.02
TX,city,Midland,,0.0125
TX,city,Midlothian,,0.02
TX,city,Midway,,0.015
TX,city,Milano,,0.015
TX,city,Mildred,,0.01
TX,city,Miles,,0.015
TX,city,Milford,,0.02
TX,city,Millers Cove,,0.01
TX,city,Millsap,,0.01
TX,city,Mineola,,0.015
TX,city,Mineral Wells,,0.015
TX,city,Mingus,,0.01
TX,city,Mission,,0.02
TX,city,Missouri City,,0.01
TX,city,Mobeetie,,0.01
TX,city,Mobile City,,0.015
TX,city,Monahans,,0.02
TX,city,Mont Belvieu,,0.015
TX,city,Mont./Mont. Co ESD 2,,0.02
TX,city,Montgomery,,0.02
TX,city,Moody,,0.015
TX,city,Moran,,0.01
TX,city,Morgan,,0.01
TX,city,Morgans Point,,0.015
TX,city,Morgans Point Resort,,0.015
TX,city,Morton,,0.02
TX,city,Moulton,,0.02
TX,city,Mount Calm,,0.01
TX,city,Mount Enterprise,,0.02
TX,city,Mount Pleasant,,0.015
TX,city,Mount Vernon,,0.015
TX,city,Mountain City,,0.01
TX,city,Muenster,,0.015
TX,city,Muleshoe,,0.015
TX,city,Mullin,,0.01
TX,city,Munday,,0.02
TX,city,Murchison,,0.02
TX,city,Murphy,,0.0175
TX,city,Mustang,,0.015
TX,city,Mustang Ridge,,0.01
TX,city,Nacogdoches,,0.01
TX,city,Naples,,0.015
TX,city,Nash,,0.015
TX,city,Nassau Bay,,0.0175
TX,city,Natalia,,0.01
TX,city,Navarro,,0.01
TX,city,Navasota,,0.015
TX,city,Nazareth,,0.015
TX,city,Nederland,,0.015
TX,city,Needville,,0.02
TX,city,Needville/Fort Bend 20,,0.02
TX,city,Nevada,,0.02
TX,city,New Berlin,,0.015
TX,city,New Boston,,0.015
TX,city,New Braunfels,,0.015
TX,city,New Chapel Hill,,0.01
TX,city,New Deal,,0.015
TX,city,New Fairview,,0.015
TX,city,New Hope,,0.01
TX,city,New Summerfield,,0.015
TX,city,New Waverly,,0.015
TX,city,Newark,,0.01
TX,city,Newcastle,,0.015
TX,city,Newton,,0.02
TX,city,Neylandville,,0.01
TX,city,Nieder/Cald Hays ESD 1A,,0.015
TX,city,Niederwald,,0.01
TX,city,Nixon,,0.015
TX,city,Nixon/Gonzales ESD 1,,0.00375
TX,city,Nocona,,0.02
TX,city,Nolanville,,0.015
TX,city,Nome,,0.015
TX,city,Noonday,,0.01
TX,city,Nordheim,,0.01
TX,city,Normangee,,0.0125
TX,city,North Cleveland,,0.01
TX,city,North Richland Hills,,0.015
TX,city,Northlake,,0.02
TX,city,Novice,,0.02
TX,city,O Brien,,0.01
TX,city,ODonnell,,0.01
TX,city,Oak Leaf,,0.0175
TX,city,Oak Point,,0.0175
TX,city,Oak Ridge,,0.015
TX,city,Oak Ridge,,0.02
TX,city,Oak Ridge N/Mont Co ESD 8,,0.02
TX,city,Oak Ridge North,,0.02
TX,city,Oak Valley,,0.01
TX,city,Oakwood,,0.0125
TX,city,Odem,,0.02
TX,city,Odessa,,0.0125
TX,city,Odessa/Ector ASD,,0.0125
TX,city,Oglesby,,0.01
TX,city,Old River Winfree,,0.015
TX,city,Olmos Park,,0.015
TX,city,Olney,,0.015
TX,city,Olton,,0.02
TX,city,Omaha,,0.015
TX,city,Onalaska,,0.015
TX,city,Opdyke West,,0.01
TX,city,Orange,,0.015
TX,city,Orange Grove,,0.015
TX,city,Orchard,,0.02
TX,city,Orchard/ft Bend Cad 19,,0.02
TX,city,Ore City,,0.015
TX,city,Overton,,0.015
TX,city,Ovilla,,0.0175
TX,city,Oyster Creek,,0.015
