state,jurisdiction_type,name,fips_code,rate
KS,special_district,Special District 21193,21193,0.01
KS,special_district,Special District 21194,21194,0.015
KS,special_district,Special District 21195,21195,0.015
KS,special_district,Special District 21196,21196,0.02
KS,special_district,Special District 21197,21197,0.02
KS,special_district,Special District 21198,21198,0.02
KS,special_district,Special District 21199,21199,0.02
KS,special_district,Special District 21200,21200,0.02
KS,special_district,Special District 21201,21201,0.01
KS,special_district,Special District 21202,21202,0.01
KS,special_district,Special District 21203,21203,0.02
KS,special_district,Special District 21204,21204,0.02
KS,special_district,Special District 21205,21205,0.02
KS,special_district,Special District 21206,21206,0.015
KS,special_district,Special District 21207,21207,0.01
KS,special_district,Special District 21208,21208,0.01
KS,special_district,Special District 21209,21209,0.01
KS,special_district,Special District 21210,21210,0.02
KS,special_district,Special District 21211,21211,0.02
KS,special_district,Special District 21212,21212,0.015
KS,special_district,Special District 21213,21213,0.01
KS,special_district,Special District 21214,21214,0.02
KS,special_district,Special District 21215,21215,0.02
KS,special_district,Special District 21216,21216,0.01
KS,special_district,Special District 21217,21217,0.02
KS,special_district,Special District 21218,21218,0.02
KS,special_district,Special District 21219,21219,0.015
KS,special_district,Special District 21220,21220,0.02
KS,special_district,Special District 21221,21221,0.02
KS,special_district,Special District AEATC,AEATC,0.02
KS,special_district,Special District ALBAS,ALBAS,0.0125
KS,special_district,Special District ALELS,ALELS,0.0125
KS,special_district,Special District ALGAS,ALGAS,0.0225
KS,special_district,Special District ALHUM,ALHUM,0.03
KS,special_district,Special District ALIOL,ALIOL,0.0225
KS,special_district,Special District ALLAH,ALLAH,0.0275
KS,special_district,Special District ALMAN,ALMAN,0.0265
KS,special_district,Special District ALMOR,ALMOR,0.0175
KS,special_district,Special District ALSAV,ALSAV,0.0125
KS,special_district,Special District ANCOL,ANCOL,0.015
KS,special_district,Special District ANGAR,ANGAR,0.025
KS,special_district,Special District ANGRE,ANGRE,0.01
KS,special_district,Special District ANKIN,ANKIN,0.02
KS,special_district,Special District ANLON,ANLON,0.01
KS,special_district,Special District ANWES,ANWES,0.01
KS,special_district,Special District ATATC,ATATC,0.02
KS,special_district,Special District ATEFF,ATEFF,0.03
KS,special_district,Special District ATHUR,ATHUR,0.01
KS,special_district,Special District ATLAN,ATLAN,0.01
KS,special_district,Special District ATMUS,ATMUS,0.01
KS,special_district,Special District BAHAR,BAHAR,0.01
KS,special_district,Special District BAHAZ,BAHAZ,0.01
KS,special_district,Special District BAISA,BAISA,0.01
KS,special_district,Special District BAKIO,BAKIO,0.0175
KS,special_district,Special District BAMED,BAMED,0.0175
KS,special_district,Special District BASHA,BASHA,0.01
KS,special_district,Special District BASUN,BASUN,0.01
KS,special_district,Special District BBBRO,BBBRO,0.0265
KS,special_district,Special District BBFOR,BBFOR,0.0315
KS,special_district,Special District BBFUL,BBFUL,0.0165
KS,special_district,Special District BBMAP,BBMAP,0.0265
KS,special_district,Special District BBRED,BBRED,0.0165
KS,special_district,Special District BBUNI,BBUNI,0.0265
KS,special_district,Special District BHOVE,BHOVE,0.0285
KS,special_district,Special District BREVE,BREVE,0.01
KS,special_district,Special District BRFAI,BRFAI,0.015
KS,special_district,Special District BRHAM,BRHAM,0.01
KS,special_district,Special District BRHIA,BRHIA,0.025
KS,special_district,Special District BRHOR,BRHOR,0.03
KS,special_district,Special District BRMOR,BRMOR,0.01
KS,special_district,Special District BRPOW,BRPOW,0.01
KS,special_district,Special District BRRES,BRRES,0.01
KS,special_district,Special District BRROB,BRROB,0.01
KS,special_district,Special District BRSAB,BRSAB,0.02
KS,special_district,Special District BRWIL,BRWIL,0.01
KS,special_district,Special District BTALB,BTALB,0.01
KS,special_district,Special District BTCLA,BTCLA,0.0175
KS,special_district,Special District BTELL,BTELL,0.02
KS,special_district,Special District BTGAL,BTGAL,0.01
KS,special_district,Special District BTGRE,BTGRE,0.022
KS,special_district,Special District BTHOI,BTHOI,0.0175
KS,special_district,Special District BTOLM,BTOLM,0.01
KS,special_district,Special District BTPAW,BTPAW,0.01
KS,special_district,Special District BTSUS,BTSUS,0.01
KS,special_district,Special District BUAND,BUAND,0.02
KS,special_district,Special District BUAUG,BUAUG,0.02
KS,special_district,Special District BUBEN,BUBEN,0.02
KS,special_district,Special District BUDOU,BUDOU,0.02
KS,special_district,Special District BUELD,BUELD,0.01
KS,special_district,Special District BULAT,BULAT,0.005
KS,special_district,Special District BULEO,BULEO,0.01
KS,special_district,Special District BUPOT,BUPOT,0.01
KS,special_district,Special District BUTOW,BUTOW,0.02
KS,special_district,Special District BUTRO,BUTRO,0.01
KS,special_district,Special District BUWHI,BUWHI,0.01
KS,special_district,Special District C10DO,C10DO,0.035
KS,special_district,Special District C10HA,C10HA,0.0425
KS,special_district,Special District C10LE,C10LE,0.0385
KS,special_district,Special District C10OL,C10OL,0.04975
KS,special_district,Special District C10OV,C10OV,0.0385
KS,special_district,Special District C10WI,C10WI,0.03
KS,special_district,Special District C11DO,C11DO,0.045
KS,special_district,Special District C11LE,C11LE,0.0385
KS,special_district,Special District C11OL,C11OL,0.04975
KS,special_district,Special District C11OV,C11OV,0.0385
KS,special_district,Special District C11WI,C11WI,0.03
KS,special_district,Special District C12DO,C12DO,0.035
KS,special_district,Special District C12LE,C12LE,0.0385
KS,special_district,Special District C12OL,C12OL,0.03975
KS,special_district,Special District C12OV,C12OV,0.0385
KS,special_district,Special District C12WI,C12WI,0.03
KS,special_district,Special District C13LE,C13LE,0.0385
KS,special_district,Special District C13OV,C13OV,0.0385
KS,special_district,Special District C13WI,C13WI,0.03
KS,special_district,Special District C14LE,C14LE,0.0385
KS,special_district,Special District C14OV,C14OV,0.0385
KS,special_district,Special District C14WI,C14WI,0.03
KS,special_district,Special District C15LE,C15LE,0.0385
KS,special_district,Special District C15OV,C15OV,0.0435
KS,special_district,Special District C15WI,C15WI,0.03
KS,special_district,Special District C16LE,C16LE,0.0385
KS,special_district,Special District C16OV,C16OV,0.0485
KS,special_district,Special District C16WI,C16WI,0.03
KS,special_district,Special District C17LE,C17LE,0.0385
KS,special_district,Special District C17OV,C17OV,0.0385
KS,special_district,Special District C17WI,C17WI,0.03
KS,special_district,Special District C18LE,C18LE,0.0385
KS,special_district,Special District C18OV,C18OV,0.0285
KS,special_district,Special District C18WI,C18WI,0.025
KS,special_district,Special District C19LE,C19LE,0.0485
KS,special_district,Special District C19OV,C19OV,0.0435
KS,special_district,Special District C19WI,C19WI,0.025
KS,special_district,Special District C1ABI,C1ABI,0.0485
KS,special_district,Special District C1AND,C1AND,0.04
KS,special_district,Special District C1ARK,C1ARK,0.03
KS,special_district,Special District C1ATC,C1ATC,0.03
KS,special_district,Special District C1AUG,C1AUG,0.04
KS,special_district,Special District C1BAS,C1BAS,0.04
KS,special_district,Special District C1BON,C1BON,0.0375
KS,special_district,Special District C1CHA,C1CHA,0.04
KS,special_district,Special District C1COF,C1COF,0.05
KS,special_district,Special District C1COL,C1COL,0.045
KS,special_district,Special District C1COY,C1COY,0.02
KS,special_district,Special District C1CUN,C1CUN,0.045
KS,special_district,Special District C1DOD,C1DOD,0.035
KS,special_district,Special District C1EDG,C1EDG,0.03475
KS,special_district,Special District C1EDW,C1EDW,0.035
KS,special_district,Special District C1ELD,C1ELD,0.03
KS,special_district,Special District C1ELL,C1ELL,0.025
KS,special_district,Special District C1EMP,C1EMP,0.03
KS,special_district,Special District C1FAI,C1FAI,0.04975
KS,special_district,Special District C1FAR,C1FAR,0.03
KS,special_district,Special District C1FOR,C1FOR,0.0415
KS,special_district,Special District C1FRO,C1FRO,0.035
KS,special_district,Special District C1GAD,C1GAD,0.03975
KS,special_district,Special District C1GAN,C1GAN,0.045
KS,special_district,Special District C1GAR,C1GAR,0.0395
KS,special_district,Special District C1GEA,C1GEA,0.0125
KS,special_district,Special District C1GOD,C1GOD,0.035
KS,special_district,Special District C1GOO,C1GOO,0.045
KS,special_district,Special District C1GRE,C1GRE,0.032
KS,special_district,Special District C1HAR,C1HAR,0.025
KS,special_district,Special District C1HAY,C1HAY,0.0475
KS,special_district,Special District C1HIA,C1HIA,0.045
KS,special_district,Special District C1HOI,C1HOI,0.0375
KS,special_district,Special District C1HUG,C1HUG,0.045
KS,special_district,Special District C1HUT,C1HUT,0.0275
KS,special_district,Special District C1JUN,C1JUN,0.05
KS,special_district,Special District C1KAN,C1KAN,0.03625
KS,special_district,Special District C1KIN,C1KIN,0.025
KS,special_district,Special District C1LAN,C1LAN,0.039
KS,special_district,Special District C1LAW,C1LAW,0.0435
KS,special_district,Special District C1LEA,C1LEA,0.036
KS,special_district,Special District C1LEN,C1LEN,0.0385
KS,special_district,Special District C1LEV,C1LEV,0.0375
KS,special_district,Special District C1LIB,C1LIB,0.0475
KS,special_district,Special District C1MAN,C1MAN,0.034
KS,special_district,Special District C1MCP,C1MCP,0.05
KS,special_district,Special District C1MED,C1MED,0.0275
KS,special_district,Special District C1MER,C1MER,0.03975
KS,special_district,Special District C1MIS,C1MIS,0.04225
KS,special_district,Special District C1NEW,C1NEW,0.04
KS,special_district,Special District C1OAK,C1OAK,0.055
KS,special_district,Special District C1OLA,C1OLA,0.02975
KS,special_district,Special District C1OTT,C1OTT,0.033
KS,special_district,Special District C1OVE,C1OVE,0.0385
KS,special_district,Special District C1PAK,C1PAK,0.04
KS,special_district,Special District C1PAO,C1PAO,0.04
KS,special_district,Special District C1PAR,C1PAR,0.0475
KS,special_district,Special District C1PIT,C1PIT,0.034
KS,special_district,Special District C1PRA,C1PRA,0.03475
KS,special_district,Special District C1ROE,C1ROE,0.03975
KS,special_district,Special District C1RUS,C1RUS,0.0475
KS,special_district,Special District C1SAL,C1SAL,0.0475
KS,special_district,Special District C1SHA,C1SHA,0.036
KS,special_district,Special District C1SOU,C1SOU,0.0275
KS,special_district,Special District C1TOP,C1TOP,0.0385
KS,special_district,Special District C1WAB,C1WAB,0.035
KS,special_district,Special District C1WAK,C1WAK,0.04
KS,special_district,Special District C1WEL,C1WEL,0.0425
KS,special_district,Special District C1WES,C1WES,0.04075
KS,special_district,Special District C1WIC,C1WIC,0.03
KS,special_district,Special District C20LE,C20LE,0.0385
KS,special_district,Special District C20OV,C20OV,0.0285
KS,special_district,Special District C20WI,C20WI,0.03
KS,special_district,Special District C21OV,C21OV,0.0385
KS,special_district,Special District C22OV,C22OV,0.0435
KS,special_district,Special District C23OV,C23OV,0.0385
KS,special_district,Special District C2ABI,C2ABI,0.0485
KS,special_district,Special District C2AND,C2AND,0.04
KS,special_district,Special District C2ATC,C2ATC,0.04
KS,special_district,Special District C2AUG,C2AUG,0.04
KS,special_district,Special District C2CHA,C2CHA,0.05
KS,special_district,Special District C2COF,C2COF,0.04
KS,special_district,Special District C2COL,C2COL,0.045
KS,special_district,Special District C2DOD,C2DOD,0.03
KS,special_district,Special District C2EDG,C2EDG,0.03475
KS,special_district,Special District C2EDW,C2EDW,0.045
KS,special_district,Special District C2ELD,C2ELD,0.02
KS,special_district,Special District C2EMP,C2EMP,0.04
KS,special_district,Special District C2FOR,C2FOR,0.0365
KS,special_district,Special District C2GAD,C2GAD,0.03975
KS,special_district,Special District C2GAR,C2GAR,0.0395
KS,special_district,Special District C2GOD,C2GOD,0.05
KS,special_district,Special District C2GOO,C2GOO,0.045
KS,special_district,Special District C2GRE,C2GRE,0.042
KS,special_district,Special District C2HAR,C2HAR,0.02
KS,special_district,Special District C2HAY,C2HAY,0.0375
KS,special_district,Special District C2HOI,C2HOI,0.0225
KS,special_district,Special District C2HUT,C2HUT,0.0175
KS,special_district,Special District C2JUN,C2JUN,0.05
KS,special_district,Special District C2KAN,C2KAN,0.03625
KS,special_district,Special District C2LAW,C2LAW,0.0485
KS,special_district,Special District C2LEA,C2LEA,0.036
KS,special_district,Special District C2LEN,C2LEN,0.0385
KS,special_district,Special District C2LEV,C2LEV,0.05
KS,special_district,Special District C2LIB,C2LIB,0.0475
KS,special_district,Special District C2MCP,C2MCP,0.05
KS,special_district,Special District C2MIS,C2MIS,0.04225
KS,special_district,Special District C2OLA,C2OLA,0.03975
KS,special_district,Special District C2OTT,C2OTT,0.0375
KS,special_district,Special District C2OVE,C2OVE,0.0385
KS,special_district,Special District C2PIT,C2PIT,0.035
KS,special_district,Special District C2PRA,C2PRA,0.03475
KS,special_district,Special District C2ROE,C2ROE,0.04975
KS,special_district,Special District C2SAL,C2SAL,0.0375
KS,special_district,Special District C2TOP,C2TOP,0.0385
KS,special_district,Special District C2WES,C2WES,0.04975
KS,special_district,Special District C2WIC,C2WIC,0.03
KS,special_district,Special District C3ABI,C3ABI,0.0485
KS,special_district,Special District C3ATC,C3ATC,0.04
KS,special_district,Special District C3AUG,C3AUG,0.04
KS,special_district,Special District C3CHA,C3CHA,0.04
KS,special_district,Special District C3DOD,C3DOD,0.035
KS,special_district,Special District C3EDW,C3EDW,0.045
KS,special_district,Special District C3FOR,C3FOR,0.0415
KS,special_district,Special District C3GAR,C3GAR,0.0395
KS,special_district,Special District C3GOO,C3GOO,0.045
KS,special_district,Special District C3GRE,C3GRE,0.042
KS,special_district,Special District C3HAR,C3HAR,0.04
KS,special_district,Special District C3HAY,C3HAY,0.0475
KS,special_district,Special District C3HOI,C3HOI,0.0375
KS,special_district,Special District C3HUT,C3HUT,0.0275
KS,special_district,Special District C3KAN,C3KAN,0.03625
KS,special_district,Special District C3LAW,C3LAW,0.0485
KS,special_district,Special District C3LEN,C3LEN,0.0385
KS,special_district,Special District C3LEV,C3LEV,0.05
KS,special_district,Special District C3LIB,C3LIB,0.0375
KS,special_district,Special District C3MCP,C3MCP,0.05
KS,special_district,Special District C3MIS,C3MIS,0.03225
KS,special_district,Special District C3OLA,C3OLA,0.04975
KS,special_district,Special District C3OTT,C3OTT,0.04
KS,special_district,Special District C3OVE,C3OVE,0.0385
KS,special_district,Special District C3SAL,C3SAL,0.0475
KS,special_district,Special District C3SHA,C3SHA,0.046
KS,special_district,Special District C3TOP,C3TOP,0.0485
KS,special_district,Special District C3WIC,C3WIC,0.02
KS,special_district,Special District C4ABI,C4ABI,0.0485
KS,special_district,Special District C4DOD,C4DOD,0.03
KS,special_district,Special District C4EDW,C4EDW,0.045
KS,special_district,Special District C4ELD,C4ELD,0.03
KS,special_district,Special District C4EMP,C4EMP,0.04
KS,special_district,Special District C4GAR,C4GAR,0.0395
KS,special_district,Special District C4GRE,C4GRE,0.042
KS,special_district,Special District C4HAY,C4HAY,0.0375
KS,special_district,Special District C4HUT,C4HUT,0.0375
KS,special_district,Special District C4KAN,C4KAN,0.03625
KS,special_district,Special District C4LEN,C4LEN,0.0385
KS,special_district,Special District C4LEV,C4LEV,0.034
KS,special_district,Special District C4LIB,C4LIB,0.0375
KS,special_district,Special District C4MIS,C4MIS,0.04225
KS,special_district,Special District C4OLA,C4OLA,0.03975
KS,special_district,Special District C4OTT,C4OTT,0.05
KS,special_district,Special District C4OVE,C4OVE,0.0435
KS,special_district,Special District C4SAL,C4SAL,0.0475
KS,special_district,Special District C4TOP,C4TOP,0.0385
KS,special_district,Special District C4WIC,C4WIC,0.022
KS,special_district,Special District C5ABI,C5ABI,0.0485
KS,special_district,Special District C5DOD,C5DOD,0.035
KS,special_district,Special District C5ELD,C5ELD,0.03
KS,special_district,Special District C5EMP,C5EMP,0.04
KS,special_district,Special District C5GAR,C5GAR,0.0495
KS,special_district,Special District C5HAY,C5HAY,0.0375
KS,special_district,Special District C5HUT,C5HUT,0.0275
KS,special_district,Special District C5KAN,C5KAN,0.02625
KS,special_district,Special District C5LEN,C5LEN,0.0385
KS,special_district,Special District C5LEV,C5LEV,0.034
KS,special_district,Special District C5LIB,C5LIB,0.0375
KS,special_district,Special District C5OLA,C5OLA,0.03975
KS,special_district,Special District C5OVE,C5OVE,0.0435
KS,special_district,Special District C5SAL,C5SAL,0.0475
KS,special_district,Special District C5TOP,C5TOP,0.0485
KS,special_district,Special District C5WIC,C5WIC,0.03
KS,special_district,Special District C6DOD,C6DOD,0.045
KS,special_district,Special District C6ELD,C6ELD,0.02
KS,special_district,Special District C6GAR,C6GAR,0.0395
KS,special_district,Special District C6HAY,C6HAY,0.0475
KS,special_district,Special District C6HUT,C6HUT,0.0375
KS,special_district,Special District C6KAN,C6KAN,0.04625
KS,special_district,Special District C6LEN,C6LEN,0.0385
KS,special_district,Special District C6LEV,C6LEV,0.0425
KS,special_district,Special District C6LIB,C6LIB,0.0375
KS,special_district,Special District C6OLA,C6OLA,0.03975
KS,special_district,Special District C6OVE,C6OVE,0.0435
KS,special_district,Special District C6TOP,C6TOP,0.0385
KS,special_district,Special District C6WIC,C6WIC,0.01
KS,special_district,Special District C7DOD,C7DOD,0.035
KS,special_district,Special District C7GAR,C7GAR,0.0495
KS,special_district,Special District C7HAY,C7HAY,0.0475
KS,special_district,Special District C7KAN,C7KAN,0.03625
KS,special_district,Special District C7LEN,C7LEN,0.0385
KS,special_district,Special District C7OLA,C7OLA,0.03975
KS,special_district,Special District C7OVE,C7OVE,0.0385
KS,special_district,Special District C7TOP,C7TOP,0.0385
KS,special_district,Special District C7WIC,C7WIC,0.02
KS,special_district,Special District C8DOD,C8DOD,0.035
KS,special_district,Special District C8HAY,C8HAY,0.0475
KS,special_district,Special District C8KAN,C8KAN,0.03875
KS,special_district,Special District C8LEN,C8LEN,0.0385
KS,special_district,Special District C8OLA,C8OLA,0.03975
KS,special_district,Special District C8OVE,C8OVE,0.0435
KS,special_district,Special District C8TOP,C8TOP,0.0485
KS,special_district,Special District C8WIC,C8WIC,0.025
KS,special_district,Special District C9DOD,C9DOD,0.035
KS,special_district,Special District C9HAY,C9HAY,0.0475
KS,special_district,Special District C9KAN,C9KAN,0.03725
KS,special_district,Special District C9LEN,C9LEN,0.0385
KS,special_district,Special District C9OLA,C9OLA,0.03975
KS,special_district,Special District C9OVE,C9OVE,0.0385
KS,special_district,Special District C9TOP,C9TOP,0.0485
KS,special_district,Special District C9WIC,C9WIC,0.025
KS,special_district,Special District CAASH,CAASH,0.01
KS,special_district,Special District CAMIN,CAMIN,0.01
KS,special_district,Special District CDAUR,CDAUR,0.01
KS,special_district,Special District CDCLY,CDCLY,0.01
KS,special_district,Special District CDCON,CDCON,0.02
KS,special_district,Special District CDGLA,CDGLA,0.02
KS,special_district,Special District CDJAM,CDJAM,0.01
KS,special_district,Special District CDMIL,CDMIL,0.02
KS,special_district,Special District CDSIM,CDSIM,0.01
KS,special_district,Special District CFBUR,CFBUR,0.02
KS,special_district,Special District CFGRI,CFGRI,0.02
KS,special_district,Special District CFLEB,CFLEB,0.02
KS,special_district,Special District CFLER,CFLER,0.01
KS,special_district,Special District CFWAV,CFWAV,0.01
KS,special_district,Special District CKBAX,CKBAX,0.035
KS,special_district,Special District CKCHE,CKCHE,0.03
KS,special_district,Special District CKCOL,CKCOL,0.025
KS,special_district,Special District CKGAL,CKGAL,0.025
KS,special_district,Special District CKOSW,CKOSW,0.03
KS,special_district,Special District CKROS,CKROS,0.015
KS,special_district,Special District CKSCA,CKSCA,0.025
KS,special_district,Special District CKTRE,CKTRE,0.015
KS,special_district,Special District CKWEI,CKWEI,0.025
KS,special_district,Special District CKWES,CKWES,0.015
KS,special_district,Special District CLARK,CLARK,0.02
KS,special_district,Special District CLBUR,CLBUR,0.01
KS,special_district,Special District CLUDA,CLUDA,0.01
KS,special_district,Special District CLWIN,CLWIN,0.02
KS,special_district,Special District CMCOL,CMCOL,0.02
KS,special_district,Special District CMPRO,CMPRO,0.015
KS,special_district,Special District CMWIL,CMWIL,0.01
KS,special_district,Special District CNBIR,CNBIR,0.02
KS,special_district,Special District CNSAI,CNSAI,0.03
KS,special_district,Special District COALL,COALL,0.0125
KS,special_district,Special District COAND,COAND,0.01
KS,special_district,Special District COATC,COATC,0.01
KS,special_district,Special District COBAB,COBAB,0.01
KS,special_district,Special District COBAT,COBAT,0.01
KS,special_district,Special District COBOU,COBOU,0.0165
KS,special_district,Special District COBRO,COBRO,0.01
KS,special_district,Special District COCHK,COCHK,0.015
KS,special_district,Special District COCHQ,COCHQ,0.01
KS,special_district,Special District COCHS,COCHS,0.01
KS,special_district,Special District COCHY,COCHY,0.02
KS,special_district,Special District COCLO,COCLO,0.01
KS,special_district,Special District COCLY,COCLY,0.01
KS,special_district,Special District COCRA,COCRA,0.01
KS,special_district,Special District CODEC,CODEC,0.01
KS,special_district,Special District CODIC,CODIC,0.0175
KS,special_district,Special District CODON,CODON,0.02
KS,special_district,Special District CODOU,CODOU,0.0125
KS,special_district,Special District COEDW,COEDW,0.01375
KS,special_district,Special District COELI,COELI,0.005
KS,special_district,Special District COELK,COELK,0.01
KS,special_district,Special District COELS,COELS,0.01
KS,special_district,Special District COFIN,COFIN,0.018
KS,special_district,Special District COFOR,COFOR,0.01
KS,special_district,Special District COFRA,COFRA,0.015
KS,special_district,Special District COGEA,COGEA,0.0125
KS,special_district,Special District COGOV,COGOV,0.02
KS,special_district,Special District COGRH,COGRH,0.01
KS,special_district,Special District COGRL,COGRL,0.01
KS,special_district,Special District COGRW,COGRW,0.01
KS,special_district,Special District COGRY,COGRY,0.01
KS,special_district,Special District COHAM,COHAM,0.015
KS,special_district,Special District COHAS,COHAS,0.005
KS,special_district,Special District COHAY,COHAY,0.02
KS,special_district,Special District COHOD,COHOD,0.01
KS,special_district,Special District COJAC,COJAC,0.0165
KS,special_district,Special District COJEF,COJEF,0.01
KS,special_district,Special District COJEW,COJEW,0.01
KS,special_district,Special District COJOH,COJOH,0.01475
KS,special_district,Special District COKEA,COKEA,0.01
KS,special_district,Special District COKIN,COKIN,0.015
KS,special_district,Special District COKIO,COKIO,0.01
KS,special_district,Special District COLAB,COLAB,0.0125
KS,special_district,Special District COLEA,COLEA,0.01
KS,special_district,Special District COLIC,COLIC,0.01
KS,special_district,Special District COLIN,COLIN,0.01
KS,special_district,Special District COLOG,COLOG,0.02
KS,special_district,Special District COLYO,COLYO,0.01
KS,special_district,Special District COMAL,COMAL,0.005
KS,special_district,Special District COMAN,COMAN,0.01
KS,special_district,Special District COMCP,COMCP,0.02
KS,special_district,Special District COMEA,COMEA,0.01
KS,special_district,Special District COMIA,COMIA,0.015
KS,special_district,Special District COMIT,COMIT,0.01
KS,special_district,Special District COMOS,COMOS,0.01
KS,special_district,Special District COMOT,COMOT,0.01
KS,special_district,Special District CONEM,CONEM,0.015
KS,special_district,Special District CONEO,CONEO,0.0175
KS,special_district,Special District CONOR,CONOR,0.0175
KS,special_district,Special District COOSA,COOSA,0.015
KS,special_district,Special District COOSB,COOSB,0.015
KS,special_district,Special District COOTT,COOTT,0.01
KS,special_district,Special District COPAW,COPAW,0.02
KS,special_district,Special District COPHI,COPHI,0.005
KS,special_district,Special District COPOT,COPOT,0.01
KS,special_district,Special District COPRA,COPRA,0.0175
KS,special_district,Special District CORAW,CORAW,0.02
KS,special_district,Special District COREN,COREN,0.01
KS,special_district,Special District COREP,COREP,0.02
KS,special_district,Special District CORIC,CORIC,0.01
KS,special_district,Special District CORIL,CORIL,0.007
KS,special_district,Special District COROO,COROO,0.005
KS,special_district,Special District CORUL,CORUL,0.02
KS,special_district,Special District COSAL,COSAL,0.015
KS,special_district,Special District COSCO,COSCO,0.02
KS,special_district,Special District COSED,COSED,0.01
KS,special_district,Special District COSEW,COSEW,0.0125
KS,special_district,Special District COSHA,COSHA,0.0135
KS,special_district,Special District COSHD,COSHD,0.02
KS,special_district,Special District COSHM,COSHM,0.0225
KS,special_district,Special District COSMI,COSMI,0.02
KS,special_district,Special District COSTE,COSTE,0.01
KS,special_district,Special District COSTF,COSTF,0.01
KS,special_district,Special District COSTN,COSTN,0.01
KS,special_district,Special District COSUM,COSUM,0.01
KS,special_district,Special District COTHO,COTHO,0.0175
KS,special_district,Special District COTRE,COTRE,0.01
KS,special_district,Special District COULE,COULE,0.01
KS,special_district,Special District COWAB,COWAB,0.015
KS,special_district,Special District COWAL,COWAL,0.01
KS,special_district,Special District COWAS,COWAS,0.01
KS,special_district,Special District COWIC,COWIC,0.02
KS,special_district,Special District COWIL,COWIL,0.01
KS,special_district,Special District COWOO,COWOO,0.01
KS,special_district,Special District COWYA,COWYA,0.01
KS,special_district,Special District CQCED,CQCED,0.02
KS,special_district,Special District CQCHA,CQCHA,0.01
KS,special_district,Special District CQELG,CQELG,0.01
KS,special_district,Special District CQNIO,CQNIO,0.01
KS,special_district,Special District CQPER,CQPER,0.01
KS,special_district,Special District CQSED,CQSED,0.025
KS,special_district,Special District CRARC,CRARC,0.01
KS,special_district,Special District CRARM,CRARM,0.02
KS,special_district,Special District CRCHE,CRCHE,0.025
KS,special_district,Special District CRFRO,CRFRO,0.0225
KS,special_district,Special District CRGIR,CRGIR,0.025
KS,special_district,Special District CRHEP,CRHEP,0.01
KS,special_district,Special District CRMCC,CRMCC,0.02
KS,special_district,Special District CRMUL,CRMUL,0.01
KS,special_district,Special District CRPIT,CRPIT,0.025
KS,special_district,Special District CRWAL,CRWAL,0.01
KS,special_district,Special District CSCED,CSCED,0.01
KS,special_district,Special District CSCOT,CSCOT,0.02
KS,special_district,Special District CSELM,CSELM,0.01
KS,special_district,Special District CSMAT,CSMAT,0.01
KS,special_district,Special District CSSTR,CSSTR,0.03
KS,special_district,Special District CTHAY,CTHAY,0.0375
KS,special_district,Special District CTKAN,CTKAN,0.04225
KS,special_district,Special District CTWRA,CTWRA,0.04225
KS,special_district,Special District CYCLA,CYCLA,0.03
KS,special_district,Special District CYCLI,CYCLI,0.02
KS,special_district,Special District CYGRE,CYGRE,0.01
KS,special_district,Special District CYLON,CYLON,0.02
KS,special_district,Special District CYMOR,CYMOR,0.01
KS,special_district,Special District CYOAK,CYOAK,0.02
KS,special_district,Special District CYVIN,CYVIN,0.01
KS,special_district,Special District CYWAK,CYWAK,0.02
KS,special_district,Special District DCCLA,DCCLA,0.01
KS,special_district,Special District DCDRE,DCDRE,0.01
KS,special_district,Special District DCJEN,DCJEN,0.01
KS,special_district,Special District DCNOR,DCNOR,0.01
KS,special_district,Special District DCOBE,DCOBE,0.025
KS,special_district,Special District DGBAL,DGBAL,0.0275
KS,special_district,Special District DGEUD,DGEUD,0.03
KS,special_district,Special District DGLAW,DGLAW,0.0285
KS,special_district,Special District DGLEC,DGLEC,0.03
KS,special_district,Special District DKABI,DKABI,0.0285
KS,special_district,Special District DKCAR,DKCAR,0.0175
KS,special_district,Special District DKCHA,DKCHA,0.0275
KS,special_district,Special District DKENT,DKENT,0.0175
KS,special_district,Special District DKHER,DKHER,0.0275
KS,special_district,Special District DKHOP,DKHOP,0.0175
KS,special_district,Special District DKMAN,DKMAN,0.0175
KS,special_district,Special District DKSOL,DKSOL,0.0275
KS,special_district,Special District DKWOO,DKWOO,0.0175
KS,special_district,Special District DPDEN,DPDEN,0.02
KS,special_district,Special District DPELW,DPELW,0.03
KS,special_district,Special District DPHIG,DPHIG,0.03
KS,special_district,Special District DPLEO,DPLEO,0.02
KS,special_district,Special District DPSEV,DPSEV,0.02
KS,special_district,Special District DPTRO,DPTRO,0.03
KS,special_district,Special District DPWAT,DPWAT,0.03
KS,special_district,Special District DPWHI,DPWHI,0.03
KS,special_district,Special District DTSAL,DTSAL,0.0275
KS,special_district,Special District EDBEL,EDBEL,0.01375
KS,special_district,Special District EDKIN,EDKIN,0.02375
KS,special_district,Special District EDLEW,EDLEW,0.01375
KS,special_district,Special District EDOFF,EDOFF,0.01375
KS,special_district,Special District EKELK,EKELK,0.01
KS,special_district,Special District EKGRE,EKGRE,0.01
KS,special_district,Special District EKHOW,EKHOW,0.02
KS,special_district,Special District EKLON,EKLON,0.01
KS,special_district,Special District EKMOL,EKMOL,0.01
KS,special_district,Special District ELELL,ELELL,0.025
KS,special_district,Special District ELHAY,ELHAY,0.0275
KS,special_district,Special District ELSCH,ELSCH,0.005
